person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
29.0,1,1,26206.0,4,3,8000.0,1,11.71,0.31,7.0,583,0,1
25.0,1,3,103132.0,3,0,20000.0,5,13.92,0.19,3.0,630,1,0
23.0,1,3,32035.0,3,3,6000.0,0,11.01,0.19,4.0,635,0,0
22.0,1,1,62350.0,1,3,20000.0,1,13.47,0.32,2.0,677,0,1
29.0,1,0,66028.0,5,3,10000.0,4,11.71,0.15,7.0,587,0,1
23.0,1,1,31187.0,1,3,8000.0,4,13.61,0.26,4.0,577,0,1
31.0,1,1,41946.0,9,3,7500.0,2,15.18,0.18,5.0,618,0,1
27.0,0,0,18900.0,3,3,3170.0,1,12.37,0.17,3.0,686,0,1
24.0,1,1,48930.0,0,2,9000.0,2,8.94,0.18,3.0,677,0,0
23.0,0,3,65651.0,1,0,15000.0,1,16.63,0.23,2.0,608,0,1
22.0,0,4,18923.0,0,2,2500.0,2,12.53,0.13,3.0,618,0,1
30.0,0,0,15690.0,9,3,2100.0,4,12.49,0.13,7.0,686,0,1
28.0,0,0,84949.0,4,0,5000.0,1,7.43,0.06,5.0,538,1,0
31.0,1,3,22590.0,7,3,4000.0,1,12.84,0.18,5.0,610,0,1
27.0,1,1,64299.0,6,3,9600.0,5,10.19,0.15,7.0,689,0,0
29.0,0,0,151914.0,9,3,9102.0,3,16.5,0.06,8.0,645,0,1
27.0,1,3,63684.0,3,3,20050.0,3,17.58,0.31,10.0,625,0,1
39.0,0,1,37170.0,14,3,3600.0,4,7.68,0.1,13.0,528,1,0
25.0,1,1,41450.0,4,3,6000.0,0,15.58,0.14,2.0,725,0,1
24.0,0,0,22084.0,4,3,3000.0,1,15.27,0.14,2.0,612,0,1
24.0,1,0,144929.0,2,0,14000.0,2,10.74,0.1,3.0,675,0,0
23.0,0,4,74518.0,4,0,15000.0,3,16.82,0.2,3.0,673,0,1
22.0,0,4,86449.0,0,0,15000.0,3,14.96,0.17,3.0,698,0,1
22.0,0,1,16020.0,0,3,4000.0,4,10.37,0.25,4.0,625,0,1
26.0,0,1,28016.0,5,3,3531.0,4,15.0,0.13,8.0,619,0,1
24.0,1,1,111010.0,0,3,6500.0,5,8.63,0.06,3.0,676,1,0
32.0,1,2,115085.0,8,0,15000.0,3,5.99,0.13,8.0,709,1,0
28.0,1,0,49163.0,4,3,14000.0,4,11.89,0.28,5.0,590,0,1
22.0,1,0,85064.0,0,3,11200.0,1,11.01,0.13,2.0,651,0,0
24.0,0,3,22529.0,2,3,1200.0,1,11.89,0.05,4.0,612,1,0
32.0,1,0,60864.0,13,3,14800.0,3,10.83,0.24,5.0,642,0,0
23.0,1,1,55997.0,0,3,10000.0,2,13.43,0.18,4.0,667,0,1
23.0,1,0,51188.0,3,3,6000.0,2,15.35,0.12,3.0,622,0,1
25.0,1,0,47093.0,0,3,12000.0,3,11.71,0.25,2.0,515,0,1
22.0,0,0,43113.0,0,3,5000.0,3,11.42,0.12,3.0,667,0,0
32.0,1,0,48462.0,9,3,2478.0,0,7.48,0.05,9.0,668,1,0
25.0,1,3,75581.0,3,0,5400.0,3,15.21,0.07,3.0,653,0,1
26.0,1,1,77982.0,2,0,7000.0,0,15.95,0.09,2.0,572,0,1
27.0,0,3,80434.0,4,3,9600.0,3,11.01,0.12,7.0,547,0,1
26.0,1,0,46850.0,4,3,12000.0,1,8.9,0.26,4.0,619,0,1
22.0,1,4,62374.0,0,0,12000.0,2,11.86,0.19,3.0,668,0,1
24.0,0,1,95755.0,4,0,5000.0,2,15.33,0.05,2.0,655,0,1
34.0,0,1,89929.0,11,0,19421.0,5,13.72,0.22,10.0,627,0,1
25.0,0,3,72201.0,1,3,15000.0,4,10.22,0.21,3.0,634,0,1
34.0,1,1,73156.0,6,0,2500.0,3,14.72,0.03,5.0,559,1,0
36.0,0,1,35851.0,11,3,3479.0,5,10.54,0.1,11.0,631,1,0
23.0,0,3,54921.0,2,3,9804.0,4,13.13,0.18,3.0,608,0,1
29.0,0,4,63555.0,8,3,4500.0,4,9.91,0.07,10.0,609,1,0
30.0,1,1,83584.0,4,0,20000.0,0,9.41,0.24,6.0,665,1,0
30.0,1,4,23739.0,7,2,2100.0,4,7.14,0.09,5.0,549,1,0
32.0,0,4,41864.0,11,3,10000.0,3,15.03,0.24,8.0,719,0,1
27.0,1,4,162963.0,3,0,10000.0,5,15.29,0.06,4.0,614,1,0
27.0,1,3,63345.0,5,3,7188.0,1,11.85,0.11,5.0,632,0,0
22.0,1,3,40469.0,0,3,6000.0,2,11.01,0.15,4.0,596,0,1
29.0,1,4,77981.0,11,3,15000.0,0,15.27,0.19,10.0,606,0,1
33.0,1,0,114851.0,10,3,3200.0,2,7.51,0.03,5.0,593,0,0
22.0,1,4,56219.0,1,3,14000.0,1,8.49,0.25,4.0,596,1,0
26.0,1,0,76635.0,2,3,12584.0,2,9.59,0.16,5.0,621,1,0
30.0,1,4,97141.0,7,3,6463.0,3,11.06,0.07,8.0,575,0,0
31.0,0,4,65163.0,10,0,8250.0,2,5.99,0.13,9.0,655,0,0
28.0,0,0,49082.0,6,3,1700.0,3,11.01,0.03,9.0,676,0,0
27.0,0,3,66293.0,7,0,15000.0,3,15.65,0.23,9.0,553,0,1
25.0,0,0,104174.0,1,0,10000.0,1,12.98,0.1,4.0,539,1,0
28.0,0,0,62977.0,6,3,3062.0,2,14.96,0.05,7.0,595,0,1
28.0,1,2,18771.0,2,3,4369.0,0,12.45,0.23,9.0,689,0,1
33.0,1,0,85121.0,12,0,3000.0,3,13.65,0.04,9.0,669,0,0
24.0,0,3,31287.0,0,3,4000.0,3,16.49,0.13,3.0,588,0,1
34.0,0,1,36135.0,13,3,10000.0,1,11.83,0.28,5.0,607,0,1
25.0,1,3,77304.0,6,0,7000.0,0,11.49,0.09,4.0,630,0,1
25.0,0,1,58914.0,0,3,2000.0,0,12.4,0.03,4.0,628,1,0
23.0,1,1,111248.0,0,3,6500.0,1,8.0,0.06,3.0,603,0,0
28.0,1,1,41709.0,2,3,12000.0,1,14.61,0.29,8.0,662,0,1
26.0,1,0,101799.0,2,3,15288.0,0,16.02,0.15,4.0,616,0,1
25.0,1,1,66034.0,0,3,10000.0,2,15.23,0.15,4.0,643,0,1
26.0,1,0,73103.0,3,0,8000.0,4,16.77,0.11,2.0,552,1,0
30.0,0,3,37774.0,10,3,7000.0,2,11.01,0.19,5.0,591,0,1
34.0,1,0,84953.0,13,0,4600.0,5,14.79,0.05,7.0,704,1,0
31.0,0,1,71782.0,8,0,17719.0,3,15.37,0.25,8.0,609,0,1
27.0,1,4,40794.0,6,3,1600.0,2,16.89,0.04,5.0,692,0,1
25.0,0,1,47896.0,1,2,4400.0,2,14.84,0.09,2.0,629,1,0
35.0,1,3,40525.0,13,3,7000.0,1,7.9,0.17,9.0,598,0,1
23.0,1,0,58433.0,4,3,12000.0,1,16.01,0.21,4.0,640,0,1
23.0,0,3,40901.0,1,3,9000.0,1,11.01,0.22,4.0,656,0,1
23.0,1,4,40459.0,0,3,4800.0,0,14.54,0.12,3.0,715,0,1
25.0,0,3,39131.0,5,3,12000.0,3,14.96,0.31,3.0,670,0,1
24.0,1,1,77639.0,2,3,9874.0,0,11.31,0.13,4.0,551,0,1
26.0,0,3,46598.0,4,3,7824.0,3,12.31,0.17,4.0,612,0,0
23.0,0,0,48912.0,0,3,15000.0,3,8.85,0.31,4.0,646,0,1
36.0,0,1,89926.0,12,3,3600.0,1,15.62,0.04,12.0,617,0,1
23.0,0,1,102776.0,0,0,8000.0,1,7.14,0.08,2.0,649,1,0
28.0,0,3,70832.0,7,3,20500.0,1,16.82,0.29,5.0,619,0,1
26.0,1,3,72407.0,8,0,21000.0,5,16.45,0.29,2.0,678,0,1
22.0,0,3,80259.0,1,0,17500.0,1,11.48,0.22,3.0,664,0,0
27.0,1,1,37141.0,6,3,11000.0,0,9.91,0.3,10.0,660,0,1
26.0,0,3,53870.0,1,3,4600.0,0,13.99,0.09,4.0,628,0,1
27.0,0,4,31426.0,3,3,1271.0,0,13.83,0.04,5.0,572,0,1
29.0,0,0,129252.0,9,0,11760.0,1,11.18,0.09,10.0,648,0,0
29.0,1,1,27268.0,7,3,8000.0,1,11.01,0.29,7.0,681,0,1
29.0,0,4,52024.0,5,3,6000.0,4,15.1,0.12,9.0,652,0,1
24.0,0,4,101004.0,0,0,6000.0,0,9.32,0.06,3.0,598,0,1
23.0,1,0,163135.0,3,0,10000.0,1,18.43,0.06,4.0,654,0,0
28.0,0,1,37056.0,4,3,10000.0,5,14.54,0.27,7.0,593,0,1
26.0,0,0,91228.0,3,3,10000.0,5,7.18,0.11,4.0,655,1,0
32.0,1,0,45649.0,10,3,12000.0,1,12.0,0.26,7.0,645,0,1
24.0,1,3,48918.0,1,3,12000.0,5,10.83,0.25,2.0,602,1,0
25.0,0,0,71754.0,4,3,20000.0,4,14.84,0.28,2.0,540,0,1
28.0,1,4,47579.0,7,3,3000.0,1,12.73,0.06,8.0,663,1,0
25.0,1,1,63649.0,4,3,3600.0,3,13.99,0.06,2.0,678,0,1
36.0,1,3,38246.0,12,3,8000.0,0,8.65,0.21,13.0,571,1,0
22.0,1,0,41328.0,2,3,13250.0,0,11.01,0.32,4.0,676,0,1
26.0,1,4,35756.0,4,0,7200.0,2,8.49,0.2,4.0,669,1,0
23.0,0,3,55516.0,0,0,4400.0,0,13.16,0.08,3.0,509,0,1
25.0,1,4,73934.0,4,3,12000.0,5,11.23,0.16,4.0,674,0,0
35.0,0,1,40197.0,13,3,4800.0,2,13.23,0.12,8.0,683,0,1
23.0,0,0,77880.0,3,3,10098.0,5,11.58,0.13,4.0,659,0,1
25.0,1,3,61329.0,2,3,10000.0,1,7.49,0.16,3.0,703,1,0
29.0,1,0,128279.0,4,0,8770.0,5,8.9,0.07,4.0,651,1,0
32.0,0,1,52507.0,13,3,6000.0,1,13.22,0.11,6.0,694,0,0
24.0,0,0,35858.0,1,3,5000.0,5,10.99,0.14,4.0,647,0,0
23.0,0,0,76583.0,1,3,16000.0,3,16.35,0.21,4.0,677,0,1
32.0,1,3,120021.0,13,0,9939.0,1,11.33,0.08,7.0,536,1,0
24.0,1,1,72818.0,0,3,7000.0,1,7.51,0.1,4.0,662,0,1
29.0,0,4,44644.0,5,3,14175.0,4,10.01,0.32,7.0,666,0,1
31.0,0,1,37367.0,8,2,2500.0,5,11.36,0.07,9.0,651,1,0
23.0,0,0,32740.0,2,3,7500.0,5,12.73,0.23,4.0,647,0,0
23.0,1,0,73254.0,1,3,8000.0,1,10.25,0.11,3.0,644,0,0
23.0,0,0,58615.0,0,2,2400.0,3,12.69,0.04,4.0,637,0,0
27.0,0,0,15410.0,8,3,5000.0,3,8.49,0.32,10.0,645,0,1
22.0,0,3,91281.0,3,0,15000.0,3,14.27,0.16,2.0,659,1,0
27.0,1,0,62264.0,6,0,7000.0,1,7.49,0.11,6.0,679,0,0
35.0,1,1,36944.0,10,3,5532.0,4,10.83,0.15,13.0,672,0,1
23.0,1,0,110550.0,0,0,12000.0,4,8.94,0.11,3.0,668,0,0
24.0,0,0,75350.0,3,3,4800.0,4,7.14,0.06,3.0,684,0,0
22.0,1,4,67077.0,0,3,6000.0,1,8.75,0.09,3.0,675,0,0
33.0,0,1,41681.0,11,3,10000.0,3,15.33,0.24,8.0,673,0,1
28.0,1,0,68117.0,6,3,20000.0,1,18.49,0.29,7.0,669,0,1
30.0,1,1,79404.0,6,3,12800.0,1,15.2,0.16,7.0,583,1,0
22.0,1,4,75405.0,0,2,10000.0,5,11.58,0.13,2.0,628,1,0
22.0,1,1,60109.0,0,3,5000.0,1,15.62,0.08,4.0,588,0,1
27.0,1,3,117390.0,2,0,8275.0,4,10.59,0.07,5.0,609,0,1
25.0,0,1,34520.0,2,0,5000.0,1,8.0,0.14,2.0,670,1,0
22.0,0,4,63084.0,0,3,18000.0,1,11.01,0.29,4.0,641,0,1
37.0,1,3,55223.0,12,3,9000.0,4,11.71,0.16,12.0,667,0,1
23.0,0,0,21153.0,0,2,5836.0,5,10.93,0.28,3.0,687,0,1
28.0,0,1,42855.0,5,3,7950.0,0,15.62,0.19,10.0,694,0,1
28.0,1,0,138811.0,4,0,10000.0,2,8.0,0.07,8.0,693,0,0
24.0,1,0,144837.0,3,0,2500.0,1,11.01,0.02,3.0,608,1,0
24.0,1,4,36932.0,0,3,10000.0,4,19.29,0.27,3.0,658,0,1
24.0,1,1,21627.0,0,0,3900.0,0,11.01,0.18,3.0,636,0,1
21.0,0,1,36999.0,0,3,2400.0,2,17.19,0.06,2.0,659,0,1
24.0,1,3,39039.0,0,3,12000.0,0,12.87,0.31,2.0,668,0,1
26.0,1,1,73086.0,0,0,10500.0,4,12.94,0.14,5.0,694,0,0
25.0,1,1,49953.0,4,3,5600.0,4,16.77,0.11,3.0,645,0,0
29.0,0,0,37253.0,5,3,10200.0,4,17.99,0.27,5.0,635,0,1
32.0,0,0,45472.0,8,3,12000.0,4,12.42,0.26,7.0,675,0,1
23.0,1,1,48692.0,0,3,8467.0,3,7.56,0.17,4.0,641,1,0
23.0,0,1,37152.0,2,3,6000.0,1,14.89,0.16,4.0,615,0,1
23.0,1,3,65742.0,0,0,1400.0,0,5.42,0.02,4.0,636,0,0
24.0,1,3,138747.0,1,3,10000.0,4,8.94,0.07,4.0,624,1,0
28.0,1,4,15495.0,8,2,3000.0,1,9.62,0.19,5.0,596,0,1
25.0,0,0,63360.0,1,3,7000.0,1,10.71,0.11,3.0,583,1,0
26.0,1,3,84966.0,4,0,2000.0,5,12.34,0.02,2.0,638,0,0
24.0,1,1,19750.0,2,3,4200.0,1,11.01,0.21,2.0,661,0,1
22.0,0,0,58562.0,0,3,2600.0,1,11.12,0.04,3.0,551,1,0
26.0,0,1,69341.0,0,3,4363.0,0,10.92,0.06,4.0,675,0,1
25.0,1,3,120953.0,2,0,16000.0,0,11.18,0.13,3.0,628,0,0
24.0,0,4,72762.0,6,3,20000.0,4,10.99,0.27,2.0,677,0,1
22.0,1,3,32465.0,0,3,1900.0,0,7.29,0.06,3.0,571,0,1
24.0,0,1,39376.0,1,3,12500.0,3,12.87,0.32,3.0,607,0,1
25.0,1,4,49076.0,1,3,3000.0,4,10.15,0.06,3.0,648,1,0
31.0,1,0,35719.0,9,3,9000.0,3,15.37,0.25,9.0,602,0,1
23.0,0,3,62060.0,0,3,12000.0,0,15.21,0.19,4.0,660,0,1
25.0,1,3,106548.0,2,3,10000.0,1,17.88,0.09,4.0,640,0,1
30.0,0,1,133080.0,6,3,18000.0,0,8.19,0.14,7.0,671,0,0
23.0,0,4,35177.0,0,3,5000.0,1,11.65,0.14,3.0,714,1,0
31.0,0,4,51320.0,10,3,5000.0,1,8.49,0.1,10.0,702,0,1
29.0,1,4,132976.0,5,0,15000.0,1,13.47,0.11,10.0,640,0,1
29.0,1,3,40046.0,3,3,10275.0,5,6.62,0.26,8.0,610,0,1
29.0,1,1,73022.0,4,0,8500.0,3,6.92,0.12,7.0,651,0,0
30.0,0,3,73115.0,9,0,6000.0,0,12.73,0.08,6.0,693,1,0
33.0,0,0,79018.0,7,3,20000.0,2,13.47,0.25,11.0,594,0,1
23.0,1,4,53884.0,2,3,9500.0,1,11.26,0.18,2.0,667,1,0
27.0,0,0,71342.0,4,3,21787.0,3,15.05,0.31,5.0,613,0,1
26.0,0,4,35656.0,6,3,6000.0,4,14.11,0.17,4.0,673,0,1
23.0,1,4,110932.0,0,0,7000.0,1,13.47,0.06,4.0,697,1,0
25.0,1,0,43996.0,1,3,2498.0,3,11.78,0.06,4.0,590,0,1
23.0,1,1,56153.0,2,0,9500.0,4,12.69,0.17,4.0,591,0,1
23.0,0,1,42022.0,2,0,10000.0,0,8.23,0.24,4.0,666,1,0
26.0,0,1,71465.0,3,3,12000.0,2,11.01,0.17,4.0,665,0,1
27.0,1,0,53902.0,1,3,10000.0,0,11.01,0.19,10.0,598,0,1
27.0,0,3,128291.0,5,0,4000.0,2,11.71,0.03,6.0,505,1,0
24.0,1,0,120723.0,1,0,10300.0,1,15.99,0.09,4.0,678,1,0
22.0,0,3,49147.0,1,3,2400.0,1,12.73,0.05,2.0,660,1,0
32.0,1,0,49948.0,9,3,6400.0,3,15.65,0.13,6.0,644,0,1
22.0,1,4,106184.0,0,3,15000.0,3,11.36,0.14,4.0,511,1,0
33.0,0,4,47195.0,12,3,7500.0,1,13.49,0.16,5.0,703,0,0
36.0,0,0,51368.0,14,0,7800.0,4,12.53,0.15,13.0,654,0,0
22.0,0,0,26352.0,0,3,6129.0,5,14.54,0.23,3.0,657,1,0
29.0,0,1,79257.0,10,0,8000.0,1,6.92,0.1,5.0,700,1,0
28.0,0,0,88890.0,5,3,12000.0,5,8.9,0.13,5.0,544,1,0
24.0,1,4,102789.0,5,0,4000.0,2,6.74,0.04,3.0,636,1,0
30.0,1,3,61673.0,8,3,7500.0,4,10.25,0.12,7.0,625,1,0
23.0,0,4,87830.0,1,3,3000.0,0,16.89,0.03,4.0,636,0,1
27.0,1,0,67192.0,5,2,4000.0,1,11.01,0.06,10.0,638,0,0
29.0,1,4,46870.0,5,3,1500.0,3,14.35,0.03,10.0,676,1,0
22.0,0,1,42548.0,0,0,13000.0,4,16.0,0.31,2.0,676,0,0
24.0,0,1,55228.0,0,3,1461.0,0,10.17,0.03,2.0,660,0,0
25.0,0,3,121266.0,2,0,7000.0,1,5.79,0.06,3.0,559,1,0
28.0,1,0,95281.0,8,2,14000.0,5,11.36,0.15,10.0,582,1,0
28.0,0,0,65984.0,7,0,12000.0,4,15.94,0.18,9.0,613,0,1
27.0,1,1,61144.0,1,3,15000.0,5,10.42,0.25,5.0,653,1,0
25.0,0,3,50663.0,1,3,4000.0,4,14.84,0.08,4.0,569,0,1
35.0,0,4,39390.0,16,3,7200.0,3,12.61,0.18,5.0,694,1,0
25.0,1,4,36962.0,1,3,10500.0,5,16.29,0.28,2.0,681,0,1
30.0,1,1,51524.0,7,3,14917.0,4,13.17,0.29,9.0,515,0,1
35.0,0,2,36677.0,9,3,7500.0,1,11.01,0.2,6.0,673,0,1
25.0,1,3,51315.0,0,3,8000.0,1,11.01,0.16,4.0,534,1,0
24.0,0,3,16825.0,4,3,4000.0,5,15.65,0.24,3.0,529,0,1
24.0,0,0,66881.0,3,3,8000.0,4,16.9,0.12,4.0,549,0,1
26.0,1,1,66967.0,2,0,3000.0,3,6.76,0.04,2.0,650,0,0
24.0,1,0,156798.0,0,0,13000.0,5,12.77,0.08,4.0,668,1,0
23.0,0,3,72935.0,0,3,5000.0,4,13.98,0.07,2.0,598,0,0
24.0,1,3,30704.0,3,3,8500.0,5,11.71,0.28,3.0,648,0,1
21.0,1,1,53907.0,0,3,7000.0,1,11.46,0.13,2.0,661,0,1
25.0,0,0,106769.0,1,0,15000.0,1,13.49,0.14,3.0,519,1,0
25.0,1,3,78800.0,5,0,11432.0,4,10.49,0.15,4.0,590,0,0
26.0,1,1,144904.0,4,0,8444.0,3,6.4,0.06,6.0,575,1,0
26.0,0,1,102532.0,4,3,9000.0,3,11.26,0.09,2.0,657,0,0
24.0,1,1,65630.0,1,0,1500.0,4,14.42,0.02,4.0,630,0,1
26.0,1,1,40990.0,5,3,5000.0,0,14.11,0.12,4.0,660,0,1
24.0,1,3,97372.0,1,0,12000.0,5,5.79,0.12,3.0,627,1,0
34.0,1,1,61881.0,10,3,6000.0,3,5.99,0.1,6.0,645,1,0
28.0,1,0,35764.0,4,3,4000.0,4,16.45,0.11,10.0,649,0,1
23.0,1,3,96883.0,2,3,15000.0,5,12.69,0.15,4.0,631,1,0
21.0,0,3,43937.0,0,3,10000.0,4,11.48,0.23,4.0,613,1,0
33.0,0,2,49123.0,10,3,11175.0,1,14.96,0.23,5.0,705,0,0
32.0,1,0,90865.0,9,0,20000.0,5,16.45,0.22,8.0,633,1,0
21.0,0,1,55336.0,0,3,10000.0,1,7.05,0.18,4.0,612,1,0
23.0,0,1,34286.0,0,0,5225.0,2,14.84,0.15,2.0,601,0,1
22.0,1,0,26129.0,1,3,8450.0,1,11.71,0.32,4.0,616,0,1
23.0,0,3,76134.0,1,0,4000.0,4,12.79,0.05,2.0,587,0,1
26.0,1,4,151245.0,3,3,8000.0,3,9.63,0.05,3.0,647,1,0
23.0,0,1,50131.0,3,3,3000.0,0,11.03,0.06,4.0,678,1,0
24.0,1,1,87728.0,2,0,15000.0,2,11.01,0.17,3.0,568,1,0
21.0,0,3,44501.0,0,3,9000.0,1,8.94,0.2,2.0,576,0,1
27.0,1,0,81182.0,3,3,8040.0,5,13.12,0.1,8.0,645,0,0
26.0,0,4,53591.0,5,3,3075.0,3,10.99,0.06,3.0,668,1,0
25.0,1,0,35631.0,6,3,3200.0,2,17.49,0.09,2.0,614,0,1
23.0,1,0,72899.0,4,0,3000.0,5,19.13,0.04,2.0,609,0,0
31.0,0,0,48241.0,8,3,2500.0,3,15.27,0.05,8.0,696,1,0
25.0,0,1,78887.0,0,0,6000.0,4,8.9,0.08,2.0,548,0,1
30.0,1,0,46657.0,7,3,7500.0,4,9.76,0.16,6.0,666,1,0
31.0,0,0,60783.0,9,3,2000.0,4,5.42,0.03,8.0,671,0,1
32.0,0,3,73191.0,13,0,5000.0,4,5.91,0.07,7.0,672,0,0
29.0,0,2,116341.0,4,0,2602.0,1,12.69,0.02,10.0,650,0,0
22.0,1,3,54679.0,0,3,10000.0,1,10.65,0.18,3.0,540,1,0
25.0,1,3,53477.0,2,3,8000.0,3,12.92,0.15,2.0,562,0,1
27.0,0,0,18996.0,5,3,5500.0,5,5.99,0.29,8.0,627,0,1
29.0,1,0,86517.0,9,2,14000.0,3,7.14,0.16,5.0,659,0,0
38.0,0,3,66154.0,15,0,5000.0,3,12.2,0.08,12.0,620,0,1
28.0,0,1,83058.0,6,3,21000.0,0,12.69,0.25,8.0,637,0,1
26.0,0,1,81901.0,3,3,5000.0,4,12.03,0.06,4.0,573,1,0
24.0,1,3,27589.0,1,3,8000.0,1,13.23,0.29,2.0,550,0,1
30.0,1,0,32851.0,7,3,9000.0,1,9.17,0.27,9.0,614,0,1
30.0,0,3,24775.0,7,3,6000.0,1,11.01,0.24,9.0,651,1,0
26.0,1,3,71870.0,1,3,6213.0,3,16.15,0.09,6.0,656,0,1
23.0,0,3,65714.0,4,3,20000.0,5,11.83,0.3,2.0,615,0,1
24.0,1,0,67065.0,2,3,16800.0,3,11.01,0.25,4.0,661,0,1
26.0,0,4,33026.0,3,3,2338.0,2,7.09,0.07,6.0,571,0,1
23.0,0,3,102571.0,2,3,10000.0,5,8.05,0.1,3.0,569,0,0
33.0,1,3,90702.0,10,0,6000.0,3,7.51,0.07,8.0,597,1,0
24.0,0,3,103708.0,2,0,20000.0,3,15.01,0.19,5.0,584,0,1
29.0,0,4,75150.0,9,3,15000.0,5,6.91,0.2,10.0,732,1,0
27.0,0,0,52483.0,7,3,10000.0,3,7.49,0.19,6.0,691,1,0
22.0,0,3,32541.0,1,0,500.0,4,10.46,0.02,4.0,643,1,0
26.0,0,3,163585.0,4,0,5129.0,4,6.93,0.03,6.0,650,1,0
28.0,0,4,71568.0,6,3,2835.0,4,13.46,0.04,10.0,647,0,1
26.0,1,0,50353.0,5,3,14000.0,0,14.98,0.28,5.0,607,0,1
31.0,0,4,156837.0,8,0,9800.0,3,8.49,0.06,5.0,701,0,0
32.0,0,2,37705.0,13,0,2400.0,1,13.8,0.06,7.0,664,0,0
30.0,0,1,84678.0,9,0,10000.0,0,10.75,0.12,6.0,596,1,0
28.0,1,3,45627.0,8,3,3000.0,3,11.16,0.07,5.0,625,1,0
32.0,1,4,50250.0,5,3,5000.0,3,6.66,0.1,8.0,639,1,0
22.0,1,0,67096.0,2,3,6000.0,1,6.62,0.09,2.0,569,1,0
22.0,0,4,118183.0,3,0,9000.0,2,9.63,0.08,2.0,635,0,1
25.0,0,0,69867.0,4,0,8475.0,0,6.99,0.12,2.0,638,1,0
24.0,0,0,92185.0,2,3,10000.0,0,16.0,0.11,2.0,647,0,1
22.0,0,1,87970.0,1,0,5900.0,4,7.49,0.07,3.0,610,0,1
25.0,1,0,72433.0,3,3,6000.0,3,11.11,0.08,2.0,624,1,0
26.0,1,0,47281.0,3,0,5600.0,0,16.49,0.12,3.0,625,0,1
31.0,0,4,95559.0,10,0,20000.0,0,13.49,0.21,6.0,638,0,0
35.0,1,1,128922.0,13,0,14550.0,4,11.01,0.11,10.0,632,1,0
23.0,1,1,35573.0,3,2,10000.0,1,18.62,0.28,4.0,659,0,1
22.0,1,0,65874.0,0,3,20000.0,1,9.91,0.3,4.0,617,0,1
30.0,0,2,23759.0,11,3,4665.0,4,14.99,0.2,7.0,671,0,1
24.0,0,4,18751.0,3,3,6000.0,3,11.49,0.32,4.0,682,0,1
33.0,1,1,58656.0,14,0,6990.0,3,12.1,0.12,5.0,654,0,1
24.0,1,1,36983.0,0,3,6000.0,3,7.51,0.16,3.0,679,0,0
31.0,1,0,54802.0,12,3,5000.0,3,11.36,0.09,10.0,650,0,1
34.0,1,0,117852.0,13,3,20000.0,4,13.22,0.17,7.0,676,0,0
35.0,0,4,53614.0,12,0,10000.0,3,11.36,0.19,7.0,681,0,1
25.0,1,4,79020.0,4,0,1523.0,5,5.49,0.02,4.0,651,1,0
33.0,1,1,45891.0,12,0,6500.0,1,15.33,0.14,7.0,643,1,0
23.0,0,0,31646.0,1,3,6000.0,0,11.01,0.19,4.0,611,1,0
31.0,1,0,29657.0,5,2,2500.0,3,11.01,0.08,7.0,564,1,0
33.0,1,1,31062.0,10,3,8500.0,5,13.29,0.27,6.0,624,0,1
23.0,1,3,48984.0,0,3,4500.0,3,13.18,0.09,4.0,608,1,0
25.0,1,3,88675.0,4,0,6500.0,5,6.03,0.07,3.0,678,1,0
24.0,1,3,49243.0,2,3,3000.0,1,17.27,0.06,2.0,649,0,1
25.0,1,1,66906.0,3,3,20000.0,0,6.91,0.3,3.0,666,0,1
31.0,1,1,35968.0,9,3,10000.0,0,13.75,0.28,8.0,662,0,1
24.0,1,3,52832.0,1,3,10000.0,0,16.87,0.19,4.0,600,0,1
22.0,1,1,60958.0,0,0,7800.0,5,6.62,0.13,2.0,697,1,0
23.0,0,3,114893.0,3,0,4400.0,3,7.9,0.04,3.0,614,0,0
22.0,0,1,151143.0,1,1,10000.0,5,14.74,0.07,2.0,688,0,0
23.0,0,0,58459.0,0,0,10500.0,5,7.51,0.18,2.0,585,1,0
21.0,0,4,91154.0,0,0,10000.0,0,11.01,0.11,3.0,704,1,0
35.0,1,4,87467.0,11,0,20000.0,1,16.7,0.23,9.0,657,0,1
30.0,1,3,37032.0,9,3,12000.0,0,10.71,0.32,9.0,606,0,1
24.0,0,3,109170.0,1,3,10000.0,0,11.01,0.09,2.0,634,1,0
21.0,0,1,67259.0,0,0,10500.0,1,7.51,0.16,3.0,534,1,0
27.0,1,3,77859.0,4,0,8000.0,3,5.79,0.1,5.0,646,1,0
24.0,1,1,46702.0,0,0,8000.0,2,7.14,0.17,3.0,608,1,0
25.0,0,0,31132.0,5,3,6000.0,0,16.4,0.19,2.0,672,0,1
22.0,0,1,20983.0,0,3,3050.0,1,9.91,0.15,3.0,612,0,1
23.0,0,3,61124.0,0,2,10000.0,1,11.71,0.16,3.0,500,1,0
22.0,0,4,64082.0,0,0,8000.0,0,15.23,0.12,3.0,589,0,0
23.0,1,0,104217.0,0,0,4800.0,0,16.0,0.05,3.0,646,0,1
23.0,0,3,37174.0,0,3,8723.0,3,14.85,0.23,4.0,626,0,1
28.0,1,0,54796.0,4,0,3000.0,3,6.08,0.05,8.0,664,1,0
22.0,1,1,34742.0,2,3,8000.0,1,14.18,0.23,3.0,648,0,1
